timestamp,open,high,low,close,volume
2018-12-18,14.4800,14.4800,14.4800,14.4800,0
2018-12-17,14.4900,14.5100,14.4800,14.4800,752149
2018-12-14,14.4800,14.5000,14.4800,14.4800,275826
2018-12-13,14.4700,14.5000,14.4700,14.4800,275745
2018-12-12,14.4700,14.4900,14.4600,14.4800,175520
2018-12-11,14.4700,14.4900,14.4600,14.4700,320363
2018-12-10,14.4800,14.4900,14.4600,14.4800,237719
2018-12-07,14.4700,14.5000,14.4600,14.4900,362547
2018-12-06,14.4600,14.4700,14.4500,14.4600,600493
2018-12-04,14.4900,14.4900,14.4600,14.4600,234429
2018-12-03,14.4700,14.5000,14.4600,14.5000,253708
2018-11-30,14.4700,14.4800,14.4600,14.4800,194439
2018-11-29,14.4500,14.4800,14.4500,14.4800,165217
2018-11-28,14.4500,14.4900,14.4400,14.4700,424976
2018-11-27,14.4500,14.4950,14.4400,14.4400,289138
2018-11-26,14.4600,14.4800,14.4300,14.4600,671376
2018-11-23,14.4500,14.4800,14.4400,14.4500,129234
2018-11-21,14.4500,14.4600,14.4200,14.4600,169982
2018-11-20,14.4200,14.4700,14.4200,14.4200,364548
2018-11-19,14.4100,14.4400,14.4100,14.4200,210032
2018-11-16,14.4300,14.4300,14.3900,14.4100,391877
2018-11-15,14.4100,14.4400,14.3900,14.4400,200996
2018-11-14,14.4300,14.4600,14.4100,14.4100,204061
2018-11-13,14.4100,14.4400,14.4000,14.4200,576515
2018-11-12,14.4000,14.4300,14.3800,14.4200,261776
2018-11-09,14.4700,14.4700,14.3800,14.4200,193326
2018-11-08,14.4300,14.5200,14.3900,14.5000,203490
2018-11-07,14.4200,14.4400,14.4000,14.4300,267955
2018-11-06,14.4200,14.4600,14.3700,14.3900,210968
2018-11-05,14.4500,14.4600,14.3600,14.4400,243475
2018-11-02,14.3600,14.5300,14.3100,14.4500,423323
2018-11-01,14.4000,14.4000,14.3350,14.3600,402307
2018-10-31,14.4000,14.4300,14.3600,14.3800,347942
2018-10-30,14.4000,14.4500,14.3600,14.3800,429139
2018-10-29,14.3600,14.4400,14.3600,14.4400,450543
2018-10-26,14.3900,14.4000,14.3500,14.3600,660472
2018-10-25,14.4000,14.4000,14.3800,14.4000,440340
2018-10-24,14.3900,14.4000,14.3800,14.3800,253968
2018-10-23,14.3800,14.4000,14.3800,14.3900,440789
2018-10-22,14.4000,14.4100,14.3800,14.4000,375283
2018-10-19,14.3800,14.4000,14.3700,14.4000,280637
2018-10-18,14.3700,14.3900,14.3700,14.3900,271359
2018-10-17,14.3700,14.4200,14.3700,14.3800,874434
2018-10-16,14.3900,14.4200,14.3600,14.3800,1304596
2018-10-15,14.4100,14.4300,14.3800,14.4000,3352361
2018-10-12,11.8900,12.1800,11.7800,12.0700,94034
2018-10-11,11.7400,11.8800,11.5800,11.7500,108208
2018-10-10,11.5900,11.9250,11.5500,11.7700,143940
2018-10-09,11.5100,11.7900,11.5100,11.6100,97584
2018-10-08,11.5100,11.6500,11.0110,11.5100,75228
2018-10-05,11.3600,12.0500,11.1900,11.5000,180397
2018-10-04,11.3600,11.4325,11.2000,11.2900,106062
2018-10-03,11.4600,11.6400,11.4000,11.4000,42910
2018-10-02,11.6900,11.7200,11.2200,11.4500,92468
2018-10-01,11.8100,11.9150,11.5400,11.6900,94084
2018-09-28,11.7800,11.9250,11.6600,11.8400,68120
2018-09-27,11.6500,11.9200,11.5500,11.7800,70479
2018-09-26,11.8800,11.8900,11.6000,11.6400,50174
2018-09-25,11.9100,11.9700,11.7424,11.8400,122444
2018-09-24,12.0300,12.1400,11.8100,11.8600,114852
2018-09-21,12.1700,12.1900,11.7205,12.0500,141385
2018-09-20,12.0000,12.2000,11.9200,12.1700,66719
2018-09-19,12.4900,12.4900,11.8400,12.0000,116784
2018-09-18,12.5400,12.6400,12.3400,12.4700,70165
2018-09-17,12.7400,12.9700,12.3710,12.4900,121026
2018-09-14,12.6300,12.9800,12.5700,12.6400,61268
2018-09-13,12.7200,12.8600,12.4900,12.6400,47016
2018-09-12,12.6500,12.7900,12.4150,12.6900,132316
2018-09-11,12.3300,12.7400,12.3200,12.7000,98917
2018-09-10,12.4200,12.6100,12.2800,12.3800,56191
2018-09-07,12.5600,12.6600,12.2510,12.3700,83523
2018-09-06,12.9000,12.9300,12.5200,12.6100,87835
2018-09-05,13.1400,13.1400,12.6319,12.8800,126247
2018-09-04,13.3400,13.3400,12.8116,13.1700,124879
2018-08-31,13.4100,13.5700,13.3100,13.3800,63671
2018-08-30,13.7500,13.7500,13.4400,13.4800,54249
2018-08-29,13.7900,13.8600,13.6500,13.7400,76048
2018-08-28,13.7900,13.8600,13.6550,13.7300,57302
2018-08-27,13.7400,13.7800,13.6101,13.7300,97561
2018-08-24,13.1900,13.8600,13.1300,13.7400,207246
2018-08-23,13.3900,13.4500,13.0000,13.1100,90213
2018-08-22,13.6700,13.8700,13.2200,13.4000,138703
2018-08-21,13.3800,13.9800,13.3800,13.6200,316701
2018-08-20,13.0800,13.4400,13.0100,13.3100,172281
2018-08-17,13.1300,13.2500,12.6497,13.0800,233371
2018-08-16,12.9200,13.6000,12.9200,13.2100,365406
2018-08-15,11.9700,13.0000,11.9500,12.9100,356610
2018-08-14,11.6800,12.1900,11.5775,11.9200,237202
2018-08-13,12.0000,12.1400,11.5000,11.6900,110952
2018-08-10,11.7600,12.2200,11.6615,12.0300,107210
2018-08-09,11.6500,11.8700,11.5000,11.8200,153746
2018-08-08,11.7200,11.8000,11.5600,11.6600,113144
2018-08-07,11.8100,11.9200,11.6800,11.7500,129235
2018-08-06,11.9100,11.9375,11.5700,11.7500,114341
2018-08-03,12.6200,12.8000,11.8400,11.8800,241487
2018-08-02,12.1200,12.6300,11.9600,12.5900,214765
2018-08-01,11.8600,12.2000,11.7200,12.1200,115557
2018-07-31,11.9700,12.1300,11.6977,11.8600,97883
2018-07-30,12.1800,12.2700,11.8800,11.9000,81843
2018-07-27,12.8000,12.8000,11.9500,12.2000,167080
2018-07-26,12.9400,12.9800,12.4000,12.7800,203153
2018-07-25,12.4600,12.9900,12.3900,12.9400,215365
2018-07-24,12.2000,12.7500,12.1793,12.3800,317272
2018-07-23,12.1000,12.4000,11.9900,12.2000,139713
2018-07-20,12.1000,12.4100,12.0500,12.1000,121862
2018-07-19,11.9000,12.1700,11.8444,12.0800,126093
2018-07-18,11.8500,11.9800,11.5700,11.9000,100622
2018-07-17,11.4500,11.9100,11.4000,11.8200,125612
2018-07-16,11.6700,11.6700,11.4000,11.4600,79409
2018-07-13,11.8400,12.0500,11.6501,11.6800,95783
2018-07-12,11.5500,11.8000,11.5300,11.7900,106636
2018-07-11,11.4000,11.8800,11.4000,11.5400,148321
2018-07-10,11.8700,11.9600,11.4000,11.4300,97841
2018-07-09,12.0700,12.0800,11.7200,11.8800,132588
2018-07-06,12.0200,12.2900,11.9700,12.0400,111362
2018-07-05,11.9000,12.1800,11.7000,12.0300,158254
2018-07-03,11.3500,11.9700,11.3250,11.8500,126474
2018-07-02,11.1100,11.5400,11.1064,11.3000,198860
2018-06-29,11.0800,11.2300,10.9800,11.1500,283725
2018-06-28,10.6700,11.0900,10.6700,11.0800,129562
