INTU,91.21,10.96371011950444,2015-01-02,0.0
INTU,98.68,10.133765707336845,2015-03-02,0.0
INTU,100.59,9.941346058256288,2015-05-01,0.0
INTU,100.77,9.923588369554432,2015-06-30,0.0
INTU,85.75,11.661807580174926,2015-08-31,0.0
INTU,97.99,10.205122971731809,2015-10-28,0.0
INTU,98.22,10.18122581958868,2015-12-28,0.0
INTU,100.07,9.9930048965724,2016-02-25,0.0
INTU,102.36,9.769441187964048,2016-04-25,0.0
INTU,105.33,9.49397132820659,2016-06-24,0.0
INTU,113.84,8.784258608573436,2016-08-23,0.0
INTU,109.625,9.122006841505131,2016-10-24,0.0
INTU,117.69,8.49689863199932,2016-12-21,0.0
INTU,119.87,8.342370901810295,2017-02-21,0.0
INTU,118.27,8.45522955948254,2017-04-20,0.0
INTU,140.75,7.104795737122558,2017-06-19,0.0
INTU,134.11,7.456565505927969,2017-08-18,0.0
INTU,145.5,6.8728522336769755,2017-10-17,0.0
INTU,161.13,6.206168931918327,2017-12-18,0.0
ISRG,525.57,3.8053922408052205,2015-01-02,0.0
ISRG,503.255,3.9741284239600203,2015-03-02,0.0
ISRG,497.96,4.0163868583822,2015-05-01,0.0
ISRG,484.5,4.12796697626419,2015-06-30,0.0
ISRG,510.95,3.914277326548586,2015-08-31,0.0
ISRG,500.02,3.999840006399744,2015-10-28,0.0
ISRG,547.11,3.6555720056295806,2015-12-28,0.0
ISRG,559.28,3.576026319553712,2016-02-25,0.0
ISRG,638.74,3.131164480070138,2016-04-25,0.0
ISRG,644.82,3.101640767966254,2016-06-24,0.0
ISRG,695.96,2.8737283751939766,2016-08-23,0.0
ISRG,685.0,2.9197080291970803,2016-10-24,0.0
ISRG,630.29,3.173142521696362,2016-12-21,0.0
ISRG,732.17,2.7316060477757897,2017-02-21,0.0
ISRG,814.45,2.455644913745472,2017-04-20,0.0
ISRG,936.4,2.135839384878257,2017-06-19,0.0
ISRG,984.31,2.031880200343388,2017-08-18,0.0
ISRG,355.0,5.633802816901408,2017-10-17,0.0
ISRG,371.9,5.377789728421619,2017-12-18,0.0
KDP,71.6,13.966480446927376,2015-01-02,0.0
KDP,79.2,12.626262626262626,2015-03-02,0.0
KDP,75.97,13.16309069369488,2015-05-01,0.0
KDP,72.9,13.717421124828531,2015-06-30,0.0
KDP,76.73,13.032712107389546,2015-08-31,0.0
KDP,90.93,10.997470581766192,2015-10-28,0.0
KDP,94.33,10.601081310293651,2015-12-28,0.0
KDP,93.21,10.7284626113078,2016-02-25,0.0
KDP,87.63,11.411617026132603,2016-04-25,0.0
KDP,92.18,10.848340203948794,2016-06-24,0.0
KDP,93.47,10.698619878035734,2016-08-23,0.0
KDP,88.32,11.322463768115943,2016-10-24,0.0
KDP,90.3,11.07419712070875,2016-12-21,0.0
KDP,94.57,10.574177857671566,2017-02-21,0.0
KDP,98.09,10.194719135487817,2017-04-20,0.0
KDP,95.53,10.467915837956662,2017-06-19,0.0
KDP,91.08,10.979358805445763,2017-08-18,0.0
KDP,89.37,11.189437171310283,2017-10-17,0.0
KDP,94.16,10.620220900594733,2017-12-18,0.0
KLAC,70.29,14.226774790155071,2015-01-02,4.0
KLAC,65.7,15.220700152207002,2015-03-02,4.0
KLAC,60.085,16.643088957310475,2015-05-01,4.0
KLAC,56.21,17.790428749332857,2015-06-30,4.0
KLAC,50.11,19.956096587507485,2015-08-31,4.0
