AAPL,115.82,5.0,2017-01-01,2.9
GOOG,1337.02,10.0,2020-01-01,0.0
MSFT,101.57,20.0,2019-01-01,2.6
MSFT,157.7,-10.0,2020-01-01,1.1
NFLX,98.99,7.0,2015-10-16,2.1
TEAM,45.52,54.92091388400703,2018-01-01,0.0
TSLA,195.97,20.0,2022-11-11,2.1
TSLA,311.35,8.029548739360846,2018-01-01,2.1
PYPL,34.75,71.94244604316546,2016-01-04,5.0
QCOM,50.12,49.88028731045491,2016-01-04,0.0
PYPL,39.25,63.69426751592356,2016-03-01,5.0
QCOM,52.11,47.975436576472845,2016-03-01,0.0
PYPL,39.02,64.06970784213223,2016-05-02,5.0
QCOM,51.11,48.91410682840932,2016-05-02,0.0
PYPL,35.77,69.8909700866648,2016-06-29,5.0
QCOM,53.55,46.68534080298787,2016-06-29,0.0
PYPL,37.29,67.04210244033253,2016-08-29,5.0
QCOM,62.98,39.69514131470308,2016-08-29,0.0
PYPL,41.69,59.96641880546894,2016-10-27,5.0
QCOM,70.09,35.66842630903125,2016-10-27,0.0
PYPL,39.72,62.94058408862034,2016-12-27,5.0
QCOM,67.25,37.174721189591075,2016-12-27,0.0
