AAPL,132.69,7.536362951239732,2021-01-01,2.8
AAPL,131.96,7.578053955744164,2021-01-31,2.8
AAPL,125.12,7.9923273657289,2021-03-02,2.8
AAPL,123.0,8.130081300813009,2021-04-01,2.8
AAPL,131.46,7.606876616461281,2021-05-01,2.8
AAPL,124.61,8.025038118931064,2021-05-31,2.8
AAPL,136.96,7.3014018691588785,2021-06-30,2.8
AAPL,145.86,6.855889208830384,2021-07-30,2.8
AAPL,148.6,6.7294751009421265,2021-08-29,2.8
AAPL,141.91,7.0467197519554645,2021-09-28,2.8
AAPL,152.57,6.554368486596316,2021-10-28,2.8
AAPL,156.81,6.377144314775843,2021-11-27,2.8
AAPL,180.33,5.545389009038984,2021-12-27,2.8
AAPL,159.69,6.262132882459766,2022-01-26,2.8
AAPL,164.85,6.066120715802245,2022-02-25,2.8
AAPL,174.72,5.7234432234432235,2022-03-27,2.8
AAPL,156.8,6.377551020408163,2022-04-26,2.8
AAPL,143.78,6.955070246209487,2022-05-26,2.8
AAPL,141.66,7.059155724975293,2022-06-25,2.8
AAPL,152.95,6.538084341288003,2022-07-25,2.8
AAPL,167.53,5.969080164746613,2022-08-24,2.8
AAPL,150.43,6.647610184138802,2022-09-23,2.8
AAPL,147.27,6.790249202145718,2022-10-23,2.8
AAPL,150.18,6.658676255160474,2022-11-22,2.8
